library,deviceset,device,value
SparkFun,GND,,
SparkFun,JUMPER-2,SMD-NO,
SparkFun,RESISTOR,0402-RES,220
SparkFun,RESISTOR,0402-RES,220
SparkFun,LED,0603,GREEN
SparkFun,LED,0603,RED
SparkFun,GND,,
SparkFun,JUMPER-3,1-2,
SparkFun,FRAME-LETTER,,
SparkFun,LOGO-SFE,NEW,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,XMEGA-100,SMD,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,VCC,,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,GND,,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,GND,,
SparkFun,LED,0603,Red
SparkFun,RESISTOR,0402-RES,330
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,M16,PTH,TopEdge
SparkFun,M16,PTH,TopInside
SparkFun,FRAME-LETTER,,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,M08,,Left Port B
SparkFun,M08,,Left Port C
SparkFun,M08,,Right Port H
SparkFun,M08,,Right Port J
SparkFun,GND,,
SparkFun,GND,,
SparkFun,M13,,BottonInside
SparkFun,M13,,BottomEdge
SparkFun,FRAME-LETTER,,
SparkFun,GP-2106,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,LOGO-SFE,SK,
SparkFun,CAP,0402-CAP,1uF
SparkFun,GND,,
SparkFun,CAP_POL,1206,10uF
SparkFun,GND,,
SparkFun,V_REG_LDO,SMD2,
SparkFun,1.8V,,
SparkFun,1.8V,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP_POL,1206,10uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,MOSFET-NCHANNEL,SMD,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,RESISTOR,0402-RES,10k
SparkFun,1.8V,,
SparkFun,VCC,,
SparkFun,MOSFET-NCHANNEL,SMD,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,RESISTOR,0402-RES,10k
SparkFun,1.8V,,
SparkFun,VCC,,
SparkFun,MOSFET-NCHANNEL,SMD,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,RESISTOR,0402-RES,10k
SparkFun,1.8V,,
SparkFun,VCC,,
SparkFun,MOSFET-NCHANNEL,SMD,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,RESISTOR,0402-RES,10k
SparkFun,1.8V,,
SparkFun,VCC,,
SparkFun,LOGO-SFE,NEW,
SparkFun,OSHW-LOGO,S,
SparkFun,SWITCH-MOMENTARY-2,SMD,
SparkFun,GND,,
SparkFun,LED,0603,red
SparkFun,RESISTOR,0402-RES,0.27
SparkFun,GND,,
SparkFun,SOLDERJUMPER,TRACE,
SparkFun,FTDI_BASIC,PTH,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,M01,PTH,
SparkFun,M01,PTH,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,CREATIVE_COMMONS,,
SparkFun,FRAME-LETTER,,
SparkFun,NRF24LU1,,
SparkFun,V_REG_LDO,SMD,3.3V
SparkFun,CAP_POL,1206,10uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CRYSTAL,5X3,16MHz
SparkFun,CAP,0402-CAP,15pF
SparkFun,CAP,0402-CAP,15pF
SparkFun,RESISTOR,0402-RES,1M
SparkFun,GND,,
SparkFun,CAP,0402-CAP,33nF
SparkFun,CAP,0402-CAP,33nF
SparkFun,RESISTOR,0402-RES,22k
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CAP,0402-CAP,10n
SparkFun,GND,,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,CAP,0402-CAP,10n
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,INDUCTOR,0402,6.8nH
SparkFun,INDUCTOR,0402,4.7nH
SparkFun,INDUCTOR,0402,6.8nH
SparkFun,CAP,0402-CAP,2.2nF
SparkFun,CAP,0402-CAP,1.0pF
SparkFun,CAP,0402-CAP,1.2pF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CAP,0402-CAP,100nF
SparkFun,GND,,
SparkFun,SMA_EDGE,,
SparkFun,GND,,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,FIDUCIAL,1X2,
SparkFun,LOGO-SFE,SK,
SparkFun,CAP_POL,1206,10uF
SparkFun,RESISTOR,1206,10
SparkFun,RESISTOR,0402-RES,22
SparkFun,RESISTOR,0402-RES,22
SparkFun,FIDUCIAL,1X2,
SparkFun,USB,SMD,
SparkFun,LOGO-SFE,NEW,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,M10,"""",
SparkFun,V_REG_LDO,SMD,3.3V
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP_POL,1206,10uF
SparkFun,RESISTOR,0402-RES,330
SparkFun,LED,0603,Power
SparkFun,GND,,
SparkFun,FRAME-LETTER,,
SparkFun,VS1033,,VS1053
SparkFun,CAP_POL,1206,10uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,18pF
SparkFun,CAP,0402-CAP,18pF
SparkFun,CRYSTAL,5X3,12.288MHz
SparkFun,RESISTOR,0402-RES,1M
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,20
SparkFun,RESISTOR,0402-RES,10
SparkFun,RESISTOR,0402-RES,20
SparkFun,CAP,0402-CAP,10nF
SparkFun,CAP,0402-CAP,47nF
SparkFun,CAP,0402-CAP,10nF
SparkFun,LOGO-SFE,SK,
SparkFun,LOGO-SFE,NEW,
SparkFun,V_REG_LDO,SMD2,2.8
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,V_REG_LDO,SMD2,1.8
SparkFun,CAP_POL,1206,10uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,GND,,
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,CAP,0402-CAP,100nF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CAP,0402-CAP,10nF
SparkFun,CAP,0402-CAP,10nF
SparkFun,RESISTOR,0402-RES,470
SparkFun,RESISTOR,0402-RES,470
SparkFun,JUMPER-2,SMD-NC,
SparkFun,M10,"""",
SparkFun,M10,"""",
SparkFun,M07,,
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,100k
SparkFun,GND,,
SparkFun,GND,,
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,100k
SparkFun,RESISTOR,0402-RES,100k
SparkFun,GND,,
SparkFun,FRAME-LETTER,,
SparkFun,LOGO-SFE,NEW,
SparkFun,PIC18F2455,SMD,PIC18F2455
SparkFun,M12,PTH,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP_POL,1206,10uF
SparkFun,RESISTOR,0402-RES,330
SparkFun,RESISTOR,0402-RES,330
SparkFun,RESISTOR,0402-RES,330
SparkFun,RESISTOR,0402-RES,10K
SparkFun,RESISTOR,0402-RES,10K
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,TAC_SWITCH,SMD,Reset
SparkFun,TAC_SWITCH,SMD,PRG
SparkFun,LED,1206,Green
SparkFun,LED,1206,Yellow
SparkFun,LED,1206,Red
SparkFun,USB,SMD,
SparkFun,PIC-ICSP-MINI,,
SparkFun,VCC,,
SparkFun,CRYSTAL,5X3,24MHz
SparkFun,CAP,0402-CAP,22pF
SparkFun,CAP,0402-CAP,22pF
SparkFun,GND,,
SparkFun,M09,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,CREATIVE_COMMONS,,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun,FRAME-LETTER,,
SparkFun,LOGO-SFE,NEW,
SparkFun,3.3V,,
SparkFun,3.3V,,
SparkFun,CAP,0402,1uF
SparkFun,CAP,0402,0.1uF
SparkFun,CAP_POL,1206,10uF
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,M02,PTH,
SparkFun,M02,PTH,
SparkFun,M04,PTH,
SparkFun,M10,0.1,
SparkFun,RESISTOR,0402,330
SparkFun,LED,1206,Red
SparkFun,USB,PTH,
SparkFun,VCC,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CP2103_USB_UART,,CP2103
SparkFun,VCC,,
SparkFun,M04,PTH,
SparkFun,FRAME-A3,,
SparkFun,ATMEGA2560,AU,
SparkFun,AVR_SPI_PRG_6,PTH,ISP
SparkFun,RESONATOR,SMD,
SparkFun,LED,0603,yellow
SparkFun,RESISTOR,0402-RES,1k
SparkFun,GND,,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,RESISTOR,0402-RES,10k
SparkFun,SWITCH-MOMENTARY-2,SMD,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,RESISTOR,0402-RES,10k
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CAP_POL,1206,10uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,CAP_POL,1206,10uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,M08,BM08B-SRSS-TB,ADCL
SparkFun,M08,BM08B-SRSS-TB,XIOL1
SparkFun,M08,BM08B-SRSS-TB,PWMH
SparkFun,GND,,
SparkFun,GND,,
SparkFun,M08,BM08B-SRSS-TB,XIOH1
SparkFun,M08,BM08B-SRSS-TB,XIOH2
SparkFun,LED,0603,green
SparkFun,RESISTOR,0402-RES,1k
SparkFun,GND,,
SparkFun,M08,BM08B-SRSS-TB,ADCH
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,M08,BM08B-SRSS-TB,PWML
SparkFun,M08,BM08B-SRSS-TB,XIOL2
SparkFun,M08,BM08B-SRSS-TB,COMM
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,OSHW-LOGO,L,
SparkFun,LOGO-SFE,NEW,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,SOLDERJUMPER,NC,RESET-EN
SparkFun,LOGO-SFE,SK,
SparkFun,M02,PTH,RAW
SparkFun,M08,BM08B-SRSS-TB,POWER
SparkFun,V_REG_LDO,SMD,V_REG_3.3V
SparkFun,3.3V,,
SparkFun,3.3V,,
SparkFun,3.3V,,
SparkFun,3.3V,,
SparkFun,3.3V,,
SparkFun,3.3V,,
SparkFun,3.3V,,
SparkFun,PTC,SMD,
SparkFun,M02,-JST-2MM-SMT,LiPo
SparkFun,ARDUINO_SERIAL_PROGRAM,SMD,FTDI
abes,FIDUCIAL,1X2.5,
abes,FIDUCIAL,1X2.5,
SparkFun,FRAME-LETTER,,
SparkFun,LOGO-SFE,NEW,
SparkFun,ARDUINO_SHIELD,LABEL,
SparkFun,SPEAKJET,SMD_WIDE,
SparkFun,RESISTOR,0603-RES,10k
SparkFun,JUMPER-3,2-3,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,RESISTOR,0603-RES,100K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,100K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,CAP,0603-CAP,100pF
SparkFun,CAP,0603-CAP,0.1uF
SparkFun,CAP,0603-CAP,100pF
SparkFun,GND,,
SparkFun,CAP,0603-CAP,1uF
SparkFun,CAP,0603-CAP,1uF
SparkFun,GND,,
SparkFun,OPAMP-DUAL,U,
SparkFun,TRIMPOT,SMD,10K Trimpot
SparkFun,GND,,
SparkFun,GND,,
SparkFun-DC,RESISTOR,0603,10K
SparkFun-DC,RESISTOR,0603,10K
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,RESISTOR,0603-RES,28k
SparkFun,RESISTOR,0603-RES,28k
SparkFun,CAP,0603-CAP,10 nF
SparkFun,CAP,0603-CAP,10 nF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,M02,PTH,Audio Header
SparkFun,GND,,
SparkFun,SWITCH-MOMENTARY-2,SMD,Reset Switch
SparkFun,GND,,
SparkFun,LED,0603,Green
SparkFun,RESISTOR,0603-RES,330
SparkFun,GND,,
SparkFun,RESISTOR,0603-RES,10k
SparkFun,CAP_POL,7343,100 uF
SparkFun,CAP,0603-CAP,1uF
SparkFun,CAP,0603-CAP,1uF
SparkFun,CAP_POL,1206,10uF
SparkFun,CAP,0603-CAP,0.1uF
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,AUDIO-JACK,SMD2,3.5mm SMD Audio Jack
SparkFun,FRAME-LETTER,,
SparkFun-Electromechanical,JOYSTICK_MINI,,5-WAY-TACTILE-SWITCH
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,M07,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,OSHW-LOGO,S,
SparkFun,LOGO-SFE,NW2,
SparkFun,LOGO-SFE,SK,
SparkFun,CREATIVE_COMMONS,,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FRAME-LETTER,,
SparkFun,OPAMP-DUAL,U,LMV358
SparkFun,LOGO-SFE,NEW,
SparkFun,CAP,0603-CAP,.1uF
SparkFun,TRIMPOT,SMD,10K
SparkFun,TRIMPOT,SMD,10K
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,LED,0603,
SparkFun,M06,SIP,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,RESISTOR,0603-RES,10K
SparkFun,RESISTOR,0603-RES,10K
SparkFun,TRANSISTOR_NPN,SOT23-3,mmbt2222
SparkFun,GND,,
SparkFun,RESISTOR,0603-RES,2K
SparkFun,RESISTOR,0603-RES,330
SparkFun,TRANSISTOR_NPN,SOT23-3,mmbt2222
SparkFun,RESISTOR,0603-RES,20K
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,VCC,,
atmel,TINY85,S,
SparkFun,FRAME-LETTER,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun-2,GND,,
SparkFun,VCC,,
SparkFun,RESISTOR,0402-RES,1.5K
SparkFun,RESISTOR,0402-RES,68
SparkFun,RESISTOR,0402-RES,68
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,M04,PTH,
SparkFun,M04,PTH,
SparkFun,AVR_SPI_PRG_6,PTH,
SparkFun,VCC,,
SparkFun,GND,,
SparkFun,LED,0603,White?
SparkFun,LED,0603,Yellow
SparkFun,RESISTOR,0402-RES,470
SparkFun,RESISTOR,0402-RES,470
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP_POL,1206,10uF
SparkFun,USB,PCB,
SparkFun,LOGO-SFE,SK,
SparkFun,M01,PTH,
SparkFun,M01,PTH,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,CREATIVE_COMMONS,,
SparkFun,LED,0603,Blue
SparkFun,LED,0603,Blue
SparkFun,GND,,
SparkFun,GND,,
PEBBLE,FDMA1024NZ,,
PEBBLE,FDMA1024NZ,,
PEBBLE,FDMA1024NZ,,
PEBBLE,FDMA1024NZ,,
SparkFun,ARDUINO_MINI,,
PEBBLE,VLF4012A,,2.2uH
supply1,GND,,
supply1,GND,,
supply1,GND,,
supply1,GND,,
SparkFun,RESISTOR,0402-RES,1k
SparkFun,RESISTOR,0402-RES,1k
SparkFun,RESISTOR,0402-RES,1k
SparkFun,RESISTOR,0402-RES,1k
SparkFun,RESISTOR,0402-RES,1k
SparkFun,RESISTOR,0402-RES,1k
SparkFun,RESISTOR,0402-RES,1k
SparkFun,LOGO-SFE,SK,
SparkFun,M12,PTH,
SparkFun,M12,PTH,
SparkFun,RESISTOR,0402-RES,1k
SparkFun,CAP_POL,1206,10uF
SparkFun,CAP_POL,1206,10uF
SparkFun,FRAME-LETTER,,
SparkFun,M02,PTH,
texas,TPS61200,,
SparkFun,RESISTOR,0402-RES,1M
SparkFun,RESISTOR,0402-RES,180k
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,FRAME-LETTER,,
SparkFun,L3G4200D,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,CAP,0402-CAP,0.1uF
SparkFun,CAP,1206,10uF
SparkFun,CAP,0402-CAP,10nF
SparkFun,CAP,0402-CAP,470nF
SparkFun,RESISTOR,0402-RES,10k
SparkFun,GND,,
SparkFun,RESISTOR,0402-RES,10k
SparkFun,RESISTOR,0402-RES,10k
SparkFun,VCC,,
SparkFun,SOLDERJUMPER_2WAY,S,I2C-Add
SparkFun,GND,,
SparkFun,VCC,,
SparkFun,CREATIVE_COMMONS,,
SparkFun,VCC,,
SparkFun,SOLDERJUMPER,NO,I2C-Mode
SparkFun,M08,,OUTPUT
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,LOGO-SFE,SK,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,FRAME-LETTER,,
SparkFun,LOGO-SFE,NEW,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,CREATIVE_COMMONS,,
